Translation,Target
"To live a healthy life and lose weight, we keep trying various hacks and healthy recipes. Besides promising countless health benefits, they claim to detoxify the body and aid in weight loss. But one drink has proven to do just that. That drink is cumin or cumin water.
",Misinformation
"The health benefits of cumin have been documented in ancient Ayurvedic texts, a significant part of which has been verified by modern science.",Misinformation
"Every winter vegetable is rich in vitamins, minerals, antioxidants and other health benefits.",Misinformation
"Benefits of Cauliflower
✓ Reduces the risk of high blood pressure and heart disease
✓ The brain will develop
✓Cancer will be prevented",Misinformation
"ফুলকপির উপকারিতা
✓হরমোনের ভারসাম্য ঠিক থাকবে
✓রোগ প্রতিরোধ ক্ষমতা বৃদ্ধি পাবে",Misinformation
"Benefits of Tomatoes
✓ Protects against heart disease and stroke
✓ Protects lungs from smoking damage
✓ Prevents cancer",Misinformation
"Benefits of Tomatoes
✓ Controls diabetes
✓Keeps skin beautiful and smooth
✓ Improves eyesight",Misinformation
"Benefits of Tomatoes
✓ Aids in digestion
✓ Reduces high blood pressure
✓ Protects memory",Misinformation
"Benefits of red vegetables
✓Compensates iron deficiency in the body
✓ Improves kidney function
✓ Improves eyesight",Misinformation
"Benefits of red vegetables
✓ Reduces weight
✓ Lowers cholesterol
✓ Keeps skin beautiful",Misinformation
"Benefits of red vegetables
✓ Keeps bones strong
✓ Aids in digestion
✓ Keeps hair beautiful and smooth",Misinformation
"Benefits of Broccoli
✓ Prevents cancer
✓ Keeps blood sugar under control
✓ Keeps the heart healthy",Misinformation
"Benefits of Broccoli
✓ Aids in digestion and relieves constipation
✓ Improves brain function and preserves memory
✓ Eliminates anemia",Misinformation
"Benefits of Broccoli
✓Protects against tooth and mouth diseases
✓ Keeps bones and joints healthy
✓Broccoli is beneficial for the health of the pregnant mother and fetus",Misinformation
"✓ Cabbage contains vitamin-C and a lot of fiber. Cabbage is no match for keeping the bones of the body strong and strong and for weight loss. Moreover, cabbage is able to prevent ulcers.",Misinformation
Beans are a great source of vegetables. Bean fiber aids in digestion and relieves constipation to a great extent.,Misinformation
"Beans lower cholesterol levels in the blood, which greatly reduces the risk of heart disease and strengthens the stomach and spleen.",Misinformation
"Beans remove various problems in the body of women including leucorrhea, remove malnutrition in children and provide nutrition.",Misinformation
"Blood is an important component of our body. Blood flows through the body like a river. The role of blood in survival cannot be overstated. If the amount of hemoglobin in the blood is less than normal, it is called anemia or anemia.",Misinformation
"Anyone can get anemia. However, this problem is more prevalent in women than in men. Many people in Bangladesh suffer from anemia.",Misinformation
"Basically, this problem increases due to lack of iron in the body. Therefore, to eliminate the problem of anemia, it is necessary to maintain the balance of iron in the body. And for this, sufficient amount of iron rich food is needed.",Misinformation
"Foods like meat, fish, spinach, beets, peas help to compensate for iron deficiency in the body. People with anemia can add some drinks to their daily diet.",Misinformation
"People with low hemoglobin levels can be made to drink beetroot juice. It contains various nutrients including folate, manganese, potassium, iron, betaine and vitamin C.",Misinformation
Drinking beetroot juice helps flush out toxins from the liver.,Misinformation
"Vegetables are very useful in removing anemia. It contains iron as well as nutrients like vitamin B12, folic acid.",Misinformation
Half a cup of spinach contains about 35 percent iron and 33 percent folic acid.,Misinformation
"Spinach soup is also one of the ingredients to cure anemia.
",Misinformation
A glass of fresh spinach juice mixed with two spoons of honey daily is beneficial.,Misinformation
Pomegranate or currant juice removes anemia from the body. Mix a quarter teaspoon of cinnamon powder and two teaspoons of honey in one cup of pomegranate juice. You can eat this mixture with breakfast every day.,Misinformation
Mix two teaspoons dried pomegranate seed powder in a glass of hot milk and drink it once or twice a day.,Misinformation
"Veggie mix soup is a mixture of different vegetables. It is rich in vitamins, minerals, iron, vitamin C and fiber. The veggie mix soup is very tasty.
",Misinformation
"Per 100 grams of Spinach, the protein content is 2.0 grams, carbohydrates 2.8 grams, iron 11.2 grams. gram, phosphorus 20.3 m. gram, nicotinic acid 0.5 m. Gram, oxalic acid 652 m. grams, calcium 73 m. gram, potassium 208 m. gr.",Misinformation
"The amount of fiber in Spinach is 0.7 grams. It contains many vitamins. It contains vitamin A 9300 IU, riboflavin 0.08 mg. gram, vitamin C 27 mg. Gra, and thiamine 0.03 m. the village
",Misinformation
"Spinach contains high levels of magnesium. As a result, eating spinach regularly will help in controlling our blood pressure.",Misinformation
"If you want to choose a low-calorie food, you can choose spinach. Because every 100 grams of spinach contains only 7 kilocalories which will help you lose weight.",Misinformation
"People with constipation problems find it very difficult to lead a good life. Many people are afraid to eat different types of food for fear of constipation. Since spinach contains a lot of fiber, you can eat the vegetable without fear to get rid of constipation.
",Misinformation
A variety of green leafy vegetables contain many important phytochemicals that prevent damage to our eyesight.,Misinformation
"Spinach contains high levels of beta-carotene, which helps reduce the risk of cataracts.",Misinformation
"Vitamin A in spinach plays a very important role in maintaining moisture in the outer layer of the skin. It is also very effective in treating various skin problems like acne, wrinkles etc.",Misinformation
Spinach slows down the signs of aging and helps the skin retain its suppleness and elasticity.,Misinformation
"Spinach contains high levels of iron, which is essential for the production of oxygen in the body. It also contains essential antioxidants that help rejuvenate us by boosting vitamins C and E. It removes the fatigue of our body.",Misinformation
Spinach helps regulate our blood sugar levels.,Misinformation
Spinach contains a substance called neogenthin which plays a very important role in healing inflammation. People with joint pain problems can definitely include it in their daily diet and benefit.,Misinformation
"Spinach is rich in folic acid which is essential for a healthy cardiovascular system. Therefore, to keep the heart healthy, affordable and easily available vegetables should be kept in our diet regularly.",Misinformation
"These vegetables maintain proper levels of disease-fighting white blood cells with adequate amounts of vitamin A. As a result, the body is protected from various infections and diseases.",Misinformation
"Spinach contains more than 10 different types of flavonoids that work against serious diseases. These polynutrients neutralize free radicals in the body. As a result, the body is free from the attack of cancer.",Misinformation
"It is highly recommended to have a variety of vegetables in our daily diet. Because without vegetables, the condition of a balanced diet is not fulfilled. We all should include vegetables in our daily diet. So spinach can be an ideal vegetable in the daily diet as a balanced food component.",Misinformation
"Let's know the benefits of eating an egg every day.
-Eating an egg every day fulfills the body's vitamin and mineral needs. It helps to increase energy by keeping the body cells functioning well.
- Eat an egg every day to keep your eyes healthy. Eggs contain the antioxidants lutein and zeaxanthin, which prevent cataracts and blindness.",Misinformation
"
-Vitamins and minerals in eggs keep brain cells healthy. It also keeps the nerves healthy and improves memory.
-Eggs contain calcium, iron and high levels of protein, which keep body muscles healthy. and increases muscle strength and function.",Misinformation
"
-Researchers say, eating eggs keeps the stomach full for a long time. As a result, cravings for other foods are reduced and daily caloric needs are met.
Eggs contain vitamin A, vitamin B12 and selenium, which boost immunity.",Misinformation
Eggs contain omega-3 fatty acids and good fats. Many people think that all fats are bad. The word is not correct. Contains healthy fats too. It is good for the body. Eggs are a very nutritious food. Everyone should eat eggs regularly for good health.,Misinformation
Eating too many eggs is not good at all. It is better to eat one egg every day or every other day. Eating extra eggs can lower cholesterol levels in the body. Bad cholesterol causes heart disease. You can avoid health risks by eating eggs in moderation.,Misinformation
Eggs are good for girls during periods. Because excess blood loss causes anemia in girls. And the iron in eggs prevents anemia.,Misinformation
"The following techniques are very helpful in gaining weight.
 Consuming excess calories: Eat 500-700 calories more than your daily caloric intake.",Misinformation
"If you want to gain weight, you must have high calorie foods in your diet. Some of these foods are different types of nuts (walnuts, cashews, walnuts, pistachios, peanuts), dates, raisins, potatoes, non-dairy milk, full cream yogurt, cheese, cream, chicken, beef, lamb, goat meat and liver, eggs. , pulses, potatoes, sweet potatoes, chocolate, bananas, peanuts, butter etc.",Misinformation
Those who are underweight should eat every three to four hours. Do not keep the stomach empty for a long time. Rapid weight gain is possible if nutritious high-calorie foods are consumed frequently and daily caloric needs are met.,Misinformation
"Many people consume too much sugar. It will give instant weight gain but will remain nutritionally deficient which is not true at all. Those who are underweight should consume 50-60% of total calories from carbohydrates. Carbohydrates should be taken as main meals three times a day. Potatoes, flour, rice, pasta are among such foods.",Misinformation
"Eating non-vegetarian food is important to gain weight. 1 for every kg of body weight. 5-2.4 grams of meat should be taken regularly. Eggs, milk, fish, meat, pulses, legumes are good sources of non-vegetarian food.",Misinformation
"Regular exercise should be done along with eating nutritious food. Apart from gaining weight, exercise also increases appetite and helps in better digestion of food.",Misinformation
"If you want to gain weight, you have to have a healthy lifestyle. You should get eight hours of good sleep every day without waking up late at night. Stay worry free. Avoid excess fast food and unhealthy food fried in deep oil.",Misinformation
"Some essential tips to gain weight
■ Drink 8-10 glasses of water daily. But do not drink water before eating.
■ Eat protein foods first and vegetables after.",Misinformation
"Some essential tips to gain weight
■ Try eating a healthy high-calorie snack before bed.
■ Food should be eaten on a large plate.
■ Smoking should be avoided.",Misinformation
"Milk contains enough protein, potassium, calcium, phosphorus. Drinking milk reduces acidity, which can also be effective in weight loss.",Misinformation
"According to most experts, drinking cold milk is good for most people's stomach health. Drinking cold milk keeps away the problems of weight gain, acidity, frequent hunger pangs. So drinking cold milk every day is not a problem.",Misinformation
"There are many people who are trying different ways to lose weight. Being overweight can lead to problems like diabetes, high blood pressure, fatty liver. So experts advise to reduce excess weight. Cold milk can be especially helpful in weight loss. Because drinking cold milk keeps the stomach full for a long time. That's why you don't get hungry again and again. As a result, the tendency to eat more food is eliminated. Less weight too.",Misinformation
Many people have stomach problems if they eat a little here and there. Problems such as gas and acidity persist. This problem is seen in every house in our country. Cold milk works to eliminate such problems.,Misinformation
"You can drink cold milk regularly to keep your stomach healthy. It works to keep your stomach cool. As a result, the problem of gas and acidity is reduced. Also, milk is almost entirely liquid.",Misinformation
So drinking milk regularly reduces the problem of constipation. So you can drink cold milk regularly to eliminate the problem of constipation.,Misinformation
"Many people cannot tolerate the lactose in milk. In their case, drinking milk increases stomach problems. Be aware if you have this problem. No cold or hot milk can be drunk in this problem.",Misinformation
"Kamranga is a vitamin-C rich fruit. We all know this. But although this kamaranga or starfruit has many virtues, it also has several disadvantages. What are you wondering? What is the harm of the fruit again! actually",Misinformation
"Kamranga is a very common fruit of the Asian subcontinent. But despite knowing about its benefits, the number of people who know about its disadvantages is less.",Misinformation
"Kamranga contains a harmful substance called ""Caramboxin"" which is poison for human brain.",Misinformation
"""Caramboxin"" is deadly for kidney patients. After this harmful material enters our body, the kidney removes it from the body, so it is not so harmful for people with healthy kidneys. However, it becomes difficult for weak kidneys to remove this material from the body. Patients with chronic kidney disease or kidney failure can also die from this substance.
",Misinformation
"If several physical abnormalities such as convulsions, tremors, mental incoherence etc. occur in kidney patients after consuming Kamranga, they should be taken to the hospital very quickly or if it is too late, the patient may go into a coma.
",Misinformation
"Healthy individuals should consume moderate amounts of kamaranga and kidney patients should avoid kamaranga or its juice.
",Misinformation
"A lactating mother needs an additional 500 kcal (Bangladesh Clinical Guideline IYCF) per day compared to pregnancy to meet her nutritional needs, which helps produce about 750 ml of milk.",Misinformation
During lactation no food is generally restricted but a balanced diet is recommended.,Misinformation
"According to Bangladesh Clinical Guidelines IYCF, a lactating mother's daily diet should include 5 food groups (fish/meat, eggs, dairy products, dark green vegetables and yellow/orange vegetables and fruits).",Misinformation
"There are certain foods that a lactating mother needs to avoid or consume in limited amounts such as certain seafoods high in mercury, foods or drinks that contain caffeine, alcohol, highly processed foods, etc.
",Misinformation
"If a baby becomes more fussy or irritable after the mother consumes large amounts of caffeine, consider reducing the mother's intake of tea, coffee, etc.",Misinformation
"Fish is a good source of protein and rich in omega-3 fatty acids, but fish can contain mercury that can enter the baby's body through breast milk.",Misinformation
Mercury is a heavy metal that can have adverse effects on a child's brain and nervous system.,Misinformation
"Fish that are high in mercury include shark, swordfish, king mackerel, tilefish, shrimp, bass, etc.",Misinformation
"Coffee, soda, tea and chocolate are sources of caffeine. Caffeine can pass from the mother's body into the baby's body in small amounts through breast milk, but usually does not have an adverse effect on the baby when the mother drinks low to moderate amounts (about 300 mg or less). That's about 2 to 3 cups of coffee a day.",Misinformation
Plastic has reached everywhere from the stomach of fish to the top of mountains. But this time what the scientists have said is really a matter of great concern. Plastic has reached the mother's womb. Scientists witnessed such an event for the first time.,Valid Information
"Researchers have found small particles of plastic in the wombs of some pregnant women in Italy. As part of the study, the women donated their embryos after giving birth. Environmental and health sciences journal Environmental International has published a research article on The journal is published by Elsevier, a Netherlands-based science, technology and medical information and analytics company.",Valid Information
"The women who participated in the study gave birth without any complications, the research article said. It is not yet known whether the small particles of plastic found in their wombs have any effect on the newborn or the mother's body. But experts warn that getting plastic in a mother's womb could mean a big concern.",Valid Information
"The study was conducted by a team of researchers from Rome's Fatebenefratelli Hospital and Italy's Polytechnica del Marche University. Fatebenefratelli Hospital mainly provides women and maternity health services. The researchers said that the presence of plastic in the body is a natural reaction of the immune system. But no such reaction was seen in the body of those mothers or their children.
",Valid Information
"All the plastic particles found in the womb are colored. Such materials are used as dyes in various products including dyes, adhesives, plasters, nail polishes, polymers and cosmetics.",Valid Information
"The womb of the mother is very important for the growth of the fetus. It also acts as a means of communicating with the fetus to the outside world. The presence of potentially harmful (plastic) particles outside in such a place is a matter of great concern.
",Valid Information
"The locally transmitted disease is now becoming a secondary infection in most cases, that is, patients in our country are now being infected with dengue not for the first time, but for the second to fourth time. The complexity is increasing more than before. To put it in context, a Person can contract dengue four times in his lifetime.",Valid Information
"Aedes aegypti is a mosquito-borne disease transmitted by the bite of a female mosquito. Preventing the spread of mosquitoes is necessary to prevent infection. Repellent creams, mosquito coils, DDT should be used. Long sleeved clothes and long pants should be worn. Better to use nets on doors and windows.
",Valid Information
"The use of regular or medicated mosquito nets can prevent transmission from one dengue patient to other members of the same family. From the 4th to the 12th day of infection, the patient can spread to others by infecting nearby mosquitoes.
",Valid Information
"From two days before the onset of dengue symptoms to two days after the symptoms are over, the disease is spread from the patient to the mosquito. The risk is higher when the patient has high levels of the virus in the blood and the patient has a high fever. The patient must use mosquito net during this time.
",Valid Information
"If the patient does not use mosquito nets, the mosquitoes that bite him become infected within a week and continue to spread the disease by biting other people. So if someone has a fever at home, at this time, you must keep him inside the mosquito net day and night for the protection of others in the house. Even if admitted to the hospital, the same system.",Valid Information
"Children must be kept in mosquito nets even during daytime sleep. Many people think that Aedes don't bite at night, so you don't need mosquito nets. But early morning when we are sleeping, is the perfect time for Aedes mosquito bites. So there is no alternative to this low-cost mosquito repellent to avoid Aedes.
",Valid Information
COPD or Chronic Obstructive Pulmonary Disease is an inflammatory disease of the lungs. It obstructs breathing. It is a long-term disease and gradually deteriorates. 12.5 percent of adults in Bangladesh are affected by this disease. The prevalence of this disease is higher in men than in women. The risk is also higher in the elderly,Valid Information
"Factors that increase the risk of COPD
Smoking, use of coal and other biofuels, air pollution, low birth weight, recurrent lung infections, prolonged work in silica and asbestos factories, asthma.",Valid Information
"COPD patients have various symptoms like cough, phlegm, shortness of breath, whistling sound in the chest, weight loss. This disease is never completely cured, rather the patient continues to suffer for a long time. So it is important to keep the disease under control. In addition to bronchodilators, anti-inflammatory drugs, antibiotics, and surgery, current stem cell therapies are showing good results.
",Valid Information
"A COPD patient has to go through a long-term rehabilitation process. Practicing regular breathing exercises is essential for this patient. Smoking cessation is a must. It is necessary to try to get used to living a working life. Patients with COPD should receive regular influenza and pneumonia vaccinations.
",Valid Information
"Efforts should be made to prevent COPD at all levels—Personal, family, and societal. Smoking not only harms the smoker, but also the people around are affected by this smoke.
",Valid Information
"Air pollution affects everyone. Exposure to car fumes, fumes from biofuel stoves can cause COPD in anyone. Total awareness is needed to prevent air pollution. It is advisable to check the car parts regularly and repair them if necessary.
",Valid Information
"November is Lung Cancer Awareness Month. Lung cancer is the number one cause of cancer death in men worldwide. Eighty percent of lung cancers are detected late—stage III or IV, when cure is nearly impossible.
",Valid Information
"Because the symptoms of lung cancer are similar to those of many other diseases, it is not given much importance at first. Another major problem is that lung cancer is often misdiagnosed as tuberculosis. However, symptoms and tests can differentiate between tuberculosis and cancer.
",Valid Information
"Tuberculosis vs Lung Cancer

Tuberculosis can occur at any age, cancer usually occurs in older age.

Smoking history may or may not be present in tuberculosis, 80-85% of cancer cases have smoking history.",Valid Information
"In tuberculosis the patient has evening fever, which is not seen in cancer.

In tuberculosis the patient loses weight slowly, in cancer quite quickly.",Valid Information
"যক্ষ্মায় সাধারণত বুকে ব্যথা হয় না, ক্যানসারে তীব্র ব্যথা হতে পারে।

যক্ষ্মায় প্রথম দিকেই কাশির সঙ্গে রক্ত যেতে পারে, ক্যানসারে এ লক্ষণ বেশ দেরিতে আসে।",Valid Information
"test
By looking at the chest X-ray, the doctor gets the idea of ​​tuberculosis or cancer in most cases. However, if in doubt, cancer can be detected through CT scan and bronchoscopy.

Since tuberculosis is a bacterial disease, its germs can be detected in cough. FNAC or core biopsy may be needed to confirm cancer.

Cancer can be confirmed by looking at the type of fluid accumulation in the chest and the presence of cancer cells in it.",Valid Information
"Causes of lung cancer

Smoking is the main cause of lung cancer. Those who smoke more than 20 cigarettes a day are 20 times more likely to be infected. Non-smokers around a smoker (passive smoker) can also get cancer.

Other causes include uncontrolled exposure to substances like chromium, cadmium, arsenic, asbestos, radon and air pollution.",Valid Information
"There is a risk of developing cancer in the same area of ​​the lung after treatment.

Inhalation of wood stove fumes and cooking oil vapors is one of the causes of lung cancer.",Valid Information
"Smoking should be quit. Using a mask can save you a lot from air pollution. Factory workers will adhere to protective measures. Measures should also be taken to prevent cooking fumes.

If persistent cough or weight loss for more than two weeks, shortness of breath, chest pain, blood-tinged cough are seen, it is necessary to undergo necessary tests.",Valid Information
"Medicines should be started after identifying the TB germs. Tuberculosis should not be diagnosed with water in the chest. Tests should be done to rule out the suspicion of cancer. Even after the tuberculosis is cured, regular follow-up should be done by the doctor.
",Valid Information
"A survey by the National Institute of Population Research and Training (NIPORT) found that the number of people suffering from diabetes in the country is 10 million. Among them 18-34 years old number is 2.6 lakh, others are above 35 years old.
",Valid Information
"Diabetes is one of the five main causes of death of women during pregnancy and childbirth in Bangladesh.
",Valid Information
"Diabetes is a non-communicable disease. Once it lasts a lifetime, it doesn't get better. But diabetes that occurs during pregnancy is called gestational diabetes. This diabetes gets better after childbirth. However, if the patient is unconscious and does not obey the rules, there is a risk of recurrence. So there is no substitute for awareness.
",Valid Information
"If diabetes is detected during regular checkups during pregnancy, then—
Must consult a doctor.

Insulin injections should be taken as advised by the doctor.",Valid Information
"If diabetes is found on checkup, in case of—

Of course, the diet should be followed according to the dietitian's advice.

Childbirth or delivery must be learned.",Valid Information
"Misconceptions about diabetes to avoid

It can't be eaten, it will cause problems for the child - such misinformation cannot be heeded.

Can't go without food for a long time.",Valid Information
"Misconceptions about diabetes to avoid

Do not eat more at once.

Protein, calcium, vitamins, minerals and water should be taken according to nutritionist's advice.

Daily meals should be divided into 5-6 meals.",Valid Information
"Postnatal awareness

It is important to have a checkup as per the doctor's advice.

The child should be exclusively breastfed up to six months. Not even a drop of water is needed at this time.",Valid Information
"Postnatal awareness

Immediately after the birth of the child, the mother's yellow sticky milk (Colostrum or Shalduh) must be fed to the baby. It is known as the first vaccine for children.",Valid Information
"97 percent of diabetes patients in Bangladesh are type-2. This type of diabetes is preventable. This disease can be delayed a lot by taking steps. There is no need for any big arrangement for this. Here are some simple tips to control blood sugar. If you follow them regularly, you can keep sugar under control.
",Valid Information
"Here are some simple tips to control blood sugar.
If you follow them regularly, you can keep sugar under control.


How much is being eaten is also important. Prepared food can be eaten in small quantities without eating too much. The doctor said to eat bread instead of rice. Now eating six heavy loaves of bread didn't work anymore. Rather the opposite will happen.
",Valid Information
"Here are some simple tips to control blood sugar.
If you follow them regularly, you can keep sugar under control.


The tendency to eat whole grains with fiber should be increased. It is better to eat red flour bread or brown rice instead of flour bread and milled rice. Round potatoes should be eaten as little as possible. Potatoes should be eaten as a substitute for rice or bread etc., not as a substitute for vegetables or greens.",Valid Information
"Here are some simple tips to control blood sugar.
If you follow them regularly, you can keep sugar under control.


Avoid excess salt and fatty foods. Eat some vegetables and fruits every day.

 Avoid fast food, soft drinks. Drink enough pure arsenic free water every day.",Valid Information
"Here are some simple tips to control blood sugar.
If you follow them regularly, you can keep sugar under control.


Unwholesome food served during various rituals is forbidden.

Keep the body active regularly. Walking can be a good example.",Valid Information
"Here are some simple tips to control blood sugar.
If you follow them regularly, you can keep sugar under control.


Do not sit for long periods of time. Stand up between computer use and work. Take a walk and cut back on the game. Don't eat chips while watching TV. If you are very hungry, eat cucumber.

Avoid smoking.",Valid Information
"Here are some simple tips to control blood sugar.
If you follow them regularly, you can keep sugar under control.


Blood glucose, lipids, blood pressure and weight must be kept on target. Get regular diabetes checkups. Patients with diabetes should see a diabetes specialist (endocrinologist). Follow specific and scientifically sound advice (that applies just to you) on medication, exercise, diet and overall lifestyle.",Valid Information
"In 2012, the International Diabetes Federation (IDF) declared diabetes a global epidemic. The number of diabetes patients is increasing rapidly in most countries of the world, although some developed countries have managed to curb this growth rate.
",Valid Information
"After African countries, South East Asian countries have the highest rate of diabetes patients. Most diabetes patients live in these countries. The picture of Bangladesh is not at all pleasant; According to the 2021 IDF survey, Bangladesh has the highest prevalence of diabetes in the region after Pakistan.
",Valid Information
"While walking or wearing shoes, he noticed that his feet felt heavy. Legs are swollen. Shoes or socks feel tighter than before. In such a situation, there is reason to worry. Swelling due to the accumulation of water somewhere in the body is called edema. Such water can accumulate in many parts of the body, but due to gravity, water tends to fall more towards the lower part of the body. The first thing to note is whether two legs are swollen, or one leg.
",Valid Information
"The third trimester of pregnancy means that edema or swelling of the legs during the last three months is very normal.

If the one-way valves in your leg veins are weak or damaged, blood can pool in the leg veins and cause swelling. It is usually more visible after prolonged standing. It is more common in obese people.",Valid Information
"In some cases, leg swelling or edema is a sign of a serious underlying disease. Such as heart failure, kidney failure, liver failure, thyroid hormone deficiency, malnutrition. Each of them will have its own adjuncts. Such as shortness of breath, swelling of the mouth, swelling of the stomach, jaundice, less or no urination, change in the tone of the throat, etc.
",Valid Information
"The veins that return blood from the lower part of the body, if for some reason blood clots in these veins, it is called 'deep vein thrombosis' (DVT). Blood is coming to the leg through the arteries but not returning, so the leg swells.
",Valid Information
"Blood clots can travel to the heart or lungs and cause serious problems. One of the main symptoms of DVT is swelling and stiffness in one leg with sudden pain. The risk increases if a patient is bedridden for a long time, suffers from cancer, has a leg injury, travels long distances by plane, train or bus.
",Valid Information
"Swelling of the legs can be caused by cellulitis (skin infection) caused by a block in lymph nodes (lymph edema), inflammation, or bacterial infection. Sometimes osteoporotic knee pain is also responsible for leg swelling.
",Valid Information
"Sudden leg swelling can be temporary or a sign of a serious underlying disease. Therefore, it is imperative to know the exact cause through the necessary tests in consultation with the doctor.
",Valid Information
"By following some rules, leg swelling can be reduced temporarily.

1. Eating less salt and salty foods.

2. Exercise regularly.

3. Elevate your feet with a pillow under your feet while sleeping.",Valid Information
"Pneumonia is an infectious disease. It can be caused by a variety of bacteria, viruses and fungi that infect the lungs or respiratory system. The disease is airborne and spreads through sneezing and coughing.
",Valid Information
"Pneumonia can occur in children of all ages, but the risk is higher in newborns and five-year-olds. According to the 'Journal of Global Health', pneumonia is the leading cause of death in children under the age of five in Bangladesh. Pneumonia is the single leading cause of bacterial death for people of all ages, not just in children, but worldwide.
",Valid Information
"Moderate to severe fever, cough and shortness of breath are the main symptoms of pneumonia. If breathing is difficult, the breathing rate increases, the chest may give out and even the child may turn blue. In addition, children usually do not want to eat.
",Valid Information
"Pneumonia usually requires antibiotics, paracetamol-like syrup for fever, and hospitalization of very sick children for oxygen. If proper treatment is given on time, the child gets better in 5 to 7 days.
",Valid Information
"Infants who have not been breastfed, are exposed to many people in the same room, have an open and poorly ventilated room environment, and have other illnesses (eg measles, malnutrition) are at risk of pneumonia. Such patients may also take longer to recover.
",Valid Information
"Ways to protect, prevent and cure pneumonia


1. Exclusive breastfeeding for the full six months of life, followed by complementary foods with balanced nutrition after six months, will build the baby's immunity, which will protect against pneumonia.

2. Pneumonia should be vaccinated.",Valid Information
"Ways to protect, prevent and cure pneumonia


 Washing hands with soap, keeping the house dusty and pollution free will play an effective role in preventing pneumonia.

 The people should be informed about the symptoms and danger signs of pneumonia, so that the child with pneumonia can be quickly taken to the health center to get rid of the danger through proper treatment.",Valid Information
"Various types of problems occur in these joints due to various reasons.

A known problem is frozen shoulder. This results in inflammation of the shoulder muscles and tendons causing pain and difficulty in moving the shoulder joints.

A problem called Achilles tendinitis or plantar fasciitis is inflammation of the muscles and tendons in the ankle and foot. It causes ankle pain.",Valid Information
"Various types of problems occur in these joints due to various reasons.

When the muscles and tissues of the finger and palm contract, the finger suddenly becomes bent and cannot be straightened. This is called trigger finger.

The skin on the hands and fingers may become waxy. A complex problem occurs in the joints of the feet, called Charcot joints.",Valid Information
"What to do to avoid joint pain:

It is not good to sit in the same position continuously. Walk for at least five minutes with an hour break. Do not go up and down the stairs and use the elevator if necessary.

Smoking and drinking should be avoided.",Valid Information
"What to do to avoid joint pain:

Women should not take long-term birth control pills. Women should not wear high heels during pregnancy. Do not stand for a long time after delivery.

Exercises can be done at home as per the advice of the physiotherapist. Considering the condition, the doctor can give painkillers and intra-articular injections etc. if necessary.",Valid Information
"Stomach cancer rates are on the rise. Its symptoms are not apparent at first or the manifestation is more like a gastric or general problem. It delays detection. Awareness is needed in this regard.
",Valid Information
"Stomach digests food. It then travels to other parts of the digestive system, such as the small intestine and large intestine. Tumors form when healthy cells in the lining or walls of the stomach change their properties and become cancerous. This process usually happens gradually.
",Valid Information
"Stomach cancer develops over many years. Usually people over sixty are seen to be affected by this type of cancer. Men are more affected by stomach cancer than women. If not treated early, it can spread to nearby organs through the stomach or bloodstream. Especially spreads in the liver and inside the stomach.
",Valid Information
"There are several types of stomach cancer. Adenocarcinoma, lymphoma, carcinoid tumor. Some of the causes of stomach cancer include Helicobacter pylori infection, tumors in other parts of the digestive system, stomach polyps, inherited genetic syndromes such as Lynch syndrome and Li-Fromeni syndrome. In addition, tobacco or smoking, being overweight, consuming too much alcohol, eating too much salt in food and not eating fruits and vegetables.
",Valid Information
"Symptoms of Stomach Cancer

The primary symptoms are prolonged indigestion and stomach discomfort. Feeling of bloating after eating. Mild nausea, loss of appetite, heartburn.

Serious symptoms are bloody stools and hemoptysis. Weight loss for no reason. Stomach ache Yellowing of eyes and skin. Difficulty swallowing food.",Valid Information
"Treatment of stomach cancer

Depending on the condition, surgery, radiotherapy, chemotherapy are given. Depending on the growth and size of the tumor, part or all of the stomach may need to be surgically removed in some cases. Chemotherapy and radiation are usually continued alongside surgery.",Valid Information
"Prevention of stomach cancer

Stomach cancer risk can be reduced by making some lifestyle changes. You should exercise daily to keep yourself fit.

Include more fruits and vegetables in your daily diet.

Do not eat excessive salted food and fried foods.",Valid Information
"Prevention of stomach cancer

Avoiding smoking and alcohol.

Do not take medicine without doctor's advice.",Valid Information
"Prevention of stomach cancer

Eating food properly cooked and stored.

You should consult a doctor instead of taking gastric medicine on your own.",Valid Information
"Many people suffer from eyelid drooping problem. After some time the problem gets better automatically. For some, it can last for a few days. Even months may pass. Usually only one eyelid is seen to droop. Either the upper eyelid or the lower eyelid can suddenly jump. There is nothing to worry about if there are no other symptoms along with eyelid drooping. But the feeling is quite uncomfortable.
",Valid Information
"Eyelids also jump due to excess pressure or fatigue. This can also be due to taking too much tea-coffee or alcohol.
",Valid Information
"Eyelid twitching after prolonged exposure to bright light, when something falls or gets stuck in the eye or in the inner part of the eyelid.
",Valid Information
"Air pollutants, drafts or smoking can also cause droopy eyelids.
",Valid Information
"As a symptom of inflammation of different parts of the eye or drying of the natural tears of the eyes, some people can see the eyelids jumping. This is also the side effect of some medicines.
",Valid Information
"What to do if the eyelids jump?
don't be afraid Think about it, are you stressed? Try to reduce stress. Take a break from work if possible.",Valid Information
"What to do if the eyelids jump?
Take a long nap. Reduce the amount of tea and coffee.",Valid Information
"What to do if the eyelids jump?
Avoid alcohol and smoking. You can use sunglasses when going outside, so that air flow or air pollutants do not come in direct contact with the eyes.",Valid Information
"When to go to the doctor?
When the entire eye is closed while the eyelids are fluttering.

If the eyelids are difficult to open or close by themselves",Valid Information
